Sæson,KampID,Dato,Tid,Sted,Køn,Alder,Liga,Pulje,Hjemmehold,Udehold,Resultat,Dommer 1,Dommer 2
2025-2026,15760,2026-03-01,12:00,EFI Hallen Efi Hal Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Esbjerg Sharks,Randers Raptors FC,,D-Esbjerg Sharks .,D-Esbjerg Sharks .
2025-2026,15764,2026-03-07,11:00,EFI Hallen Efi Hal Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Esbjerg Sharks,Skanderborg-Hørning 1,,D-Esbjerg Sharks .,D-Esbjerg Sharks .
2025-2026,15767,2026-03-07,14:30,EFI Hallen Efi Hal Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Esbjerg Sharks,Skanderborg-Hørning 2,,Michael Langendorff,Rasmus Haslund
2025-2026,15766,2026-03-12,19:00,Ry Hallerne Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Ry Floorball Klub,Randers Raptors FC,,D-Ry floorball .,D-Ry floorball .
2025-2026,15770,2026-03-14,10:30,Gormshallen Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Jelling Tigers,Randers Raptors FC,,D-Jelling Floorball .,D-Jelling Floorball .
2025-2026,15771,2026-03-14,11:30,Morten Børup Hallen Hallen,Mænd,U-15,U15 Drenge,U15D Vest SYD,Skanderborg-Hørning 2,Sunds Seahawks FC - 1,,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,15768,2026-03-18,18:00,Multicenter Sunds Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Sunds Seahawks FC - 1,Viborg Floorball Klub,,D-Sunds Flooball .,D-Sunds Flooball .
2025-2026,15772,2026-03-19,19:00,Morten Børup Hallen Hallen,Mænd,U-15,U15 Drenge,U15D Vest SYD,Skanderborg-Hørning 1,Ry Floorball Klub,,Skanderborg Floorball .,Skanderborg Floorball .
2025-2026,15761,2026-03-21,11:30,Multicenter Sunds Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Sunds Seahawks FC - 1,Jelling Tigers,,D-Sunds Flooball .,D-Sunds Flooball .
2025-2026,15773,2026-03-22,11:00,Ry Hallerne Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Ry Floorball Klub,Sunds Seahawks FC - 1,,D-Ry floorball .,D-Ry floorball .
2025-2026,15775,2026-03-22,12:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Viborg Floorball Klub,Randers Raptors FC,,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,15779,2026-03-29,10:00,Gormshallen Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Jelling Tigers,Esbjerg Sharks,,D-Jelling Floorball .,D-Jelling Floorball .
2025-2026,15778,2026-03-29,11:00,Viborg Idrætscenter Øst - HoulkærHallen Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Viborg Floorball Klub,Skanderborg-Hørning 1,,D-Viborg Floorball Klub .,D-Viborg Floorball Klub .
2025-2026,15733,2026-04-11,14:30,Ry Hallerne Hal 1,Mænd,U-15,U15 Drenge,U15D Vest SYD,Ry Floorball Klub,Esbjerg Sharks,,,
2025-2026,15826,2025-09-20,14:00,Vanløse Hallerne Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Alliancen København,Rungsted-Hørsholm FK,3-3,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,15828,2025-09-27,17:00,Avedøre Idrætscenter Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Hvidovre Attack Floorball Club,Rødovre FC,3-2,D-Hvidovre Attack FC .,D-Hvidovre Attack FC .
2025-2026,15833,2025-10-04,12:30,Helsingør Idrætspark Stadion og Haller Hal 2,Mænd,U-15,U15 Drenge,U15D ØST,Helsingør FT,Hvidovre Attack Floorball Club,1-0,D-Helsingør FT .,D-Helsingør FT .
2025-2026,15832,2025-10-05,12:30,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-15,U15 Drenge,U15D ØST,Rungsted-Hørsholm FK,Alliancen København,3-5,D-Rungsted-Hørsholm .,D-Rungsted-Hørsholm .
2025-2026,15835,2025-10-12,13:00,Rådhushallen Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Rungsted-Hørsholm FK,Rødovre FC,5-4,D-Rungsted-Hørsholm .,D-Rungsted-Hørsholm .
2025-2026,15840,2025-11-01,15:00,Rødovre Stadionhal Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Rødovre FC,Benløse FC,9-3,D-Rødovre FC .,D-Rødovre FC .
2025-2026,15838,2025-11-02,10:00,Rådhushallen Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Rungsted-Hørsholm FK,Helsingør FT,2-3,D-Rungsted-Hørsholm .,D-Rungsted-Hørsholm .
2025-2026,15841,2025-11-02,11:30,Vanløse Hallerne Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Alliancen København,Hvidovre Attack Floorball Club,4-3,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,15842,2025-11-15,12:00,Helsingør Idrætspark Stadion og Haller Hal 2,Mænd,U-15,U15 Drenge,U15D ØST,Helsingør FT,Alliancen København,5-2,D-Helsingør FT .,D-Helsingør FT .
2025-2026,15846,2025-11-23,10:30,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-15,U15 Drenge,U15D ØST,Rungsted-Hørsholm FK,Benløse FC,4-4,D-Rungsted-Hørsholm .,D-Rungsted-Hørsholm .
2025-2026,15847,2025-11-25,18:45,Rødovrehallen Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Rødovre FC,Helsingør FT,0-2,D-Rødovre FC .,D-Rødovre FC .
2025-2026,15853,2025-11-28,18:00,Bellahøj Hallerne Hal 2,Mænd,U-15,U15 Drenge,U15D ØST,Alliancen København,Rødovre FC,3-3,D-FF København,D-FF København
2025-2026,15850,2025-11-30,13:00,Avedøre Idrætscenter Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Hvidovre Attack Floorball Club,Rungsted-Hørsholm FK,3-1,Martin Tilde Filipsen,René Hochauer
2025-2026,15834,2025-12-14,11:00,Benløsehallen Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Benløse FC,Helsingør FT,1-6,D-Benløse FC .,D-Benløse FC .
2025-2026,15856,2025-12-21,11:00,Ringsted Sportscenter Hal A,Mænd,U-15,U15 Drenge,U15D ØST,Benløse FC,Alliancen København,1-3,D-Benløse FC .,D-Benløse FC .
2025-2026,15843,2026-01-11,11:30,Benløsehallen Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Benløse FC,Hvidovre Attack Floorball Club,3-6,D-Benløse FC .,D-Benløse FC .
2025-2026,15859,2026-01-17,12:30,Rødovre Stadionhal Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Rødovre FC,Rungsted-Hørsholm FK,4-3,D-Rødovre FC .,D-Rødovre FC .
2025-2026,15863,2026-01-31,12:00,Helsingør Idrætspark Stadion og Haller Hal 2,Mænd,U-15,U15 Drenge,U15D ØST,Helsingør FT,Rungsted-Hørsholm FK,5-1,D-Helsingør FT .,D-Helsingør FT .
2025-2026,15865,2026-01-31,17:30,Avedøre Idrætscenter Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Hvidovre Attack Floorball Club,Alliancen København,1-1,D-Hvidovre Attack FC .,D-Hvidovre Attack FC .
2025-2026,15869,2026-02-21,12:00,Avedøre Idrætscenter Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Hvidovre Attack Floorball Club,Benløse FC,,D-Hvidovre Attack FC .,D-Hvidovre Attack FC .
2025-2026,15867,2026-02-21,14:00,Rødovrehallen Hal 3,Mænd,U-15,U15 Drenge,U15D ØST,Rødovre FC,Alliancen København,,D-Rødovre FC .,D-Rødovre FC .
2025-2026,15871,2026-02-28,14:00,Vanløse Hallerne Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Alliancen København,Helsingør FT,,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,15862,2026-03-05,17:30,Benløsehallen Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Benløse FC,Rødovre FC,,,
2025-2026,15858,2026-03-07,16:30,Helsingør Idrætspark Stadion og Haller Hal 2,Mænd,U-15,U15 Drenge,U15D ØST,Helsingør FT,Benløse FC,,D-Helsingør FT .,D-Helsingør FT .
2025-2026,15873,2026-03-14,14:00,Rødovrehallen Hal 3,Mænd,U-15,U15 Drenge,U15D ØST,Rødovre FC,Hvidovre Attack Floorball Club,,D-Rødovre FC .,D-Rødovre FC .
2025-2026,15823,2026-03-21,12:30,Helsingør Idrætspark Stadion og Haller Hal 2,Mænd,U-15,U15 Drenge,U15D ØST,Helsingør FT,Rødovre FC,,D-Helsingør FT .,D-Helsingør FT .
2025-2026,15874,2026-03-29,11:30,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-15,U15 Drenge,U15D ØST,Rungsted-Hørsholm FK,Hvidovre Attack Floorball Club,,D-Rungsted-Hørsholm .,D-Rungsted-Hørsholm .
2025-2026,15875,2026-03-29,13:00,Vanløse Hallerne Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Alliancen København,Benløse FC,,D-Vanløse/Alliancen Floorball,D-Vanløse/Alliancen Floorball
2025-2026,15854,2026-04-11,10:00,Avedøre Idrætscenter Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Hvidovre Attack Floorball Club,Helsingør FT,,,
2025-2026,15822,2026-04-12,12:45,Benløsehallen Hal 1,Mænd,U-15,U15 Drenge,U15D ØST,Benløse FC,Rungsted-Hørsholm FK,,,
2025-2026,16991,,,Sæby Fritidcenter Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Sæby Floorball U15 Ekstra,Frederikshavn Blackhawks Q Ekstra,,,
2025-2026,16992,,,Abildgaard Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Frederikshavn Blackhawks Ekstra,Aalborg Floorball Nord Ekstra,,,
2025-2026,16993,,,Abildgaard Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Frederikshavn Blackhawks Q Ekstra,Frederikshavn Blackhawks Ekstra,,,
2025-2026,16995,,,Sæby Fritidcenter Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Sæby Floorball U15 Ekstra,Frederikshavn Blackhawks Ekstra,,,
2025-2026,16996,,,Abildgaard Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Frederikshavn Blackhawks Q Ekstra,Aalborg Floorball Nord Ekstra,,,
2025-2026,16997,,,Abildgaard Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Frederikshavn Blackhawks Ekstra,Sæby Floorball U15 Ekstra,,,
2025-2026,16999,,,Sæby Fritidcenter Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Sæby Floorball U15 Ekstra,Aalborg Floorball Nord Ekstra,,,
2025-2026,17000,,,Abildgaard Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Frederikshavn Blackhawks Ekstra,Frederikshavn Blackhawks Q Ekstra,,,
2025-2026,17001,,,Abildgaard Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Frederikshavn Blackhawks Q Ekstra,Sæby Floorball U15 Ekstra,,,
2025-2026,16994,2026-03-07,16:00,Aab Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Aalborg Floorball Nord Ekstra,Sæby Floorball U15 Ekstra,,,
2025-2026,16998,2026-03-21,10:30,Aab Hallen Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Aalborg Floorball Nord Ekstra,Frederikshavn Blackhawks Q Ekstra,,,
2025-2026,17002,2026-04-11,10:00,Tornhøj Idrætscenter Hal 1,Mænd,U-15,U15D Nord Vest Ekstra,Pulje 1,Aalborg Floorball Nord Ekstra,Frederikshavn Blackhawks Ekstra,,,
2025-2026,14424,2025-09-21,12:00,Brønderslev Hallen Hal 1,Mænd,U-17,U17 Drenge,VEST,Brønderslev Hot Shots FC,Strandby/Frederikshavn,5-1,Henrik Pedersen,Klaus Holze Thøgersen
2025-2026,14425,2025-09-28,14:00,Strandby Fritidscenter Hal 1,Mænd,U-17,U17 Drenge,VEST,Strandby/Frederikshavn,Esbjerg Sharks,3-12,Torben Bach Rafn,Henrik Pedersen
2025-2026,14426,2025-10-26,13:00,EFI Hallen Efi Hal Hal 1,Mænd,U-17,U17 Drenge,VEST,Esbjerg Sharks,Brønderslev Hot Shots FC,10-6,Jeppe Kristiansen,Kaj Andersen
2025-2026,14427,2025-11-02,14:00,Strandby Fritidscenter Hal 1,Mænd,U-17,U17 Drenge,VEST,Strandby/Frederikshavn,Brønderslev Hot Shots FC,5-3,Torben Bach Rafn,Henrik Pedersen
2025-2026,14428,2025-11-16,14:00,EFI Hallen Efi Hal Hal 1,Mænd,U-17,U17 Drenge,VEST,Esbjerg Sharks,Strandby/Frederikshavn,11-3,Michael Langendorff,Jeppe Kristiansen
2025-2026,14429,2025-12-14,13:00,Brønderslev Hallen Hal 1,Mænd,U-17,U17 Drenge,VEST,Brønderslev Hot Shots FC,Esbjerg Sharks,3-12,Kim Falgren Vilger,Torben Bach Rafn
2025-2026,14431,2026-01-18,14:00,EFI Hallen Efi Hal Hal 1,Mænd,U-17,U17 Drenge,VEST,Esbjerg Sharks,Brønderslev Hot Shots FC,4-3,Jeppe Kristiansen,Michael Langendorff
2025-2026,14430,2026-01-25,14:00,Strandby Fritidscenter Hal 1,Mænd,U-17,U17 Drenge,VEST,Strandby/Frederikshavn,Esbjerg Sharks,5-9,Jacob Frejlev,Henrik Pedersen
2025-2026,14433,2026-02-28,14:00,Strandby Fritidscenter Hal 1,Mænd,U-17,U17 Drenge,VEST,Strandby/Frederikshavn,Brønderslev Hot Shots FC,,Jacob Frejlev,Henrik Pedersen
2025-2026,14432,2026-03-01,13:00,Brønderslev Hallen Hal 1,Mænd,U-17,U17 Drenge,VEST,Brønderslev Hot Shots FC,Esbjerg Sharks,,Jacob Frejlev,Henrik Pedersen
2025-2026,14434,2026-03-15,14:00,EFI Hallen Efi Hal Hal 1,Mænd,U-17,U17 Drenge,VEST,Esbjerg Sharks,Strandby/Frederikshavn,,Michael Langendorff,Rasmus Haslund
2025-2026,14435,2026-03-29,13:00,Brønderslev Hallen Hal 1,Mænd,U-17,U17 Drenge,VEST,Brønderslev Hot Shots FC,Strandby/Frederikshavn,,Jacob Frejlev,Henrik Pedersen
2025-2026,16744,,,Rungsted Gymnasiehal Hallen,Mænd,U-17,U17 Drenge,ØST,Rungsted-Hørsholm FK,Copenhagen FC,,,
2025-2026,16731,2025-09-20,10:00,Avedøre Idrætscenter Hal 1,Mænd,U-17,U17 Drenge,ØST,Hvidovre Attack Floorball Club,Copenhagen FC,7-3,Claus Gormsen,Tobias Øvlisen
2025-2026,16733,2025-09-28,10:00,Benløsehallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Benløse FC,Hvidovre Attack Floorball Club,2-3,René Hochauer,Jakob Lind Nilsson
2025-2026,16732,2025-10-05,12:00,Gl. Valbyhallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Copenhagen FC,Rungsted-Hørsholm FK,3-10,Jannik Engelhardt,Remi Johansen
2025-2026,16735,2025-10-28,19:00,Benløsehallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Benløse FC,Copenhagen FC,10-0,René Hochauer,Nicolai Blom
2025-2026,16736,2025-10-30,19:30,Benløsehallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Benløse FC,Rungsted-Hørsholm FK,3-3,René Hochauer,Troels Arpe-Strøm
2025-2026,16741,2025-11-08,15:00,Gl. Valbyhallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Copenhagen FC,Benløse FC,1-3,Niels Breitenbach,Ken Børge Poulsen
2025-2026,16737,2025-11-15,13:30,Gl. Valbyhallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Copenhagen FC,Hvidovre Attack Floorball Club,1-9,Martin Tilde Filipsen,Niclas Grand Jørgensen
2025-2026,16739,2025-11-17,19:00,Avedøre Idrætscenter Hal 1,Mænd,U-17,U17 Drenge,ØST,Hvidovre Attack Floorball Club,Benløse FC,4-1,Jannik Engelhardt,Patrick Birckner
2025-2026,16738,2025-11-21,20:00,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-17,U17 Drenge,ØST,Rungsted-Hørsholm FK,Copenhagen FC,9-7,Niels Breitenbach,Rasmus Nielsen
2025-2026,16734,2025-12-14,11:00,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-17,U17 Drenge,ØST,Rungsted-Hørsholm FK,Hvidovre Attack Floorball Club,2-6,Ken Børge Poulsen,Remi Johansen
2025-2026,16742,2026-01-16,19:30,Benløsehallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Benløse FC,Rungsted-Hørsholm FK,2-4,Martin Tilde Filipsen,René Hochauer
2025-2026,16743,2026-01-18,11:30,Gl. Valbyhallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Copenhagen FC,Hvidovre Attack Floorball Club,1-5,Remi Johansen,Adam Kristoffersen
2025-2026,16740,2026-01-26,19:00,Avedøre Idrætscenter Hal 1,Mænd,U-17,U17 Drenge,ØST,Hvidovre Attack Floorball Club,Rungsted-Hørsholm FK,5-4,,Remi Johansen
2025-2026,16745,2026-01-31,10:00,Avedøre Idrætscenter Hal 1,Mænd,U-17,U17 Drenge,ØST,Hvidovre Attack Floorball Club,Benløse FC,3-2,Martin Tilde Filipsen,Martin Skou Andersen
2025-2026,16730,2026-02-22,15:30,Rungsted Gymnasiehal Hallen,Mænd,U-17,U17 Drenge,ØST,Rungsted-Hørsholm FK,Benløse FC,,Niels Breitenbach,Rasmus Nielsen
2025-2026,16748,2026-02-26,20:00,Rungsted Gymnasiehal Hallen,Mænd,U-17,U17 Drenge,ØST,Rungsted-Hørsholm FK,Benløse FC,,Martin Skou Andersen,Martin Kirkholm Madsen
2025-2026,16747,2026-03-01,12:30,Gl. Valbyhallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Copenhagen FC,Benløse FC,,Niels Breitenbach,Rasmus Nielsen
2025-2026,16746,2026-03-02,19:00,Avedøre Idrætscenter Hal 1,Mænd,U-17,U17 Drenge,ØST,Hvidovre Attack Floorball Club,Rungsted-Hørsholm FK,,Niels Breitenbach,Tobias Øvlisen
2025-2026,16749,2026-03-07,17:30,Avedøre Idrætscenter Hal 1,Mænd,U-17,U17 Drenge,ØST,Hvidovre Attack Floorball Club,Copenhagen FC,,Claus Gormsen,Anders Regner Christiansen
2025-2026,16751,2026-03-13,19:30,Benløsehallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Benløse FC,Hvidovre Attack Floorball Club,,Martin Kirkholm Madsen,Martin Skou Andersen
2025-2026,16750,2026-03-15,11:30,Gl. Valbyhallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Copenhagen FC,Rungsted-Hørsholm FK,,Remi Johansen,Adam Kristoffersen
2025-2026,16752,2026-03-19,20:00,Rungsted Gymnasiehal Hallen,Mænd,U-17,U17 Drenge,ØST,Rungsted-Hørsholm FK,Hvidovre Attack Floorball Club,,Niels Breitenbach,Rasmus Nielsen
2025-2026,16753,2026-03-27,19:30,Benløsehallen Hal 1,Mænd,U-17,U17 Drenge,ØST,Benløse FC,Copenhagen FC,,Ronni Søderberg Andersen,Troels Arpe-Strøm
2025-2026,14438,2025-11-23,16:00,Abildgaard Hallen Hal 1,Mænd,U-19,U19 Drenge,VEST,Frederikshavn Blackhawks,ÅFK/Silkeborg/Sunds/Randers,13-8,Jacob Frejlev,Henrik Pedersen
2025-2026,14441,2025-11-30,13:00,TST Aktivcenter Hal 1,Mænd,U-19,U19 Drenge,VEST,ÅFK/Silkeborg/Sunds/Randers,Frederikshavn Blackhawks,6-15,Kim Falgren Vilger,Torben Bach Rafn
2025-2026,14443,2026-01-18,15:00,Abildgaard Hallen Hal 1,Mænd,U-19,U19 Drenge,VEST,Frederikshavn Blackhawks,ÅFK/Silkeborg/Sunds/Randers,12-4,Kim Falgren Vilger,Torben Bach Rafn
2025-2026,14444,2026-02-22,12:30,Langsøhallen Hal 1,Mænd,U-19,U19 Drenge,VEST,ÅFK/Silkeborg/Sunds/Randers,Frederikshavn Blackhawks,,Paw Friis,Thomas Højgaard Jensen
2025-2026,16617,2025-09-21,11:30,Gl. Valbyhallen Hal 1,Mænd,U-19,U19 Drenge,ØST,Copenhagen FC,Rødovre FC,1-6,Martin Skou Andersen,Martin Kirkholm Madsen
2025-2026,16602,2025-09-26,20:00,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-19,U19 Drenge,ØST,Rungsted-Hørsholm FK,Rødovre FC,8-4,Remi Johansen,Adam Kristoffersen
2025-2026,16604,2025-10-06,19:30,Avedøre Idrætscenter Hal 1,Mænd,U-19,U19 Drenge,ØST,Hvidovre Attack Floorball Club,Rungsted-Hørsholm FK,2-5,Patrick Birckner,Jannik Engelhardt
2025-2026,16607,2025-10-24,19:00,Vanløse Hallerne Hal 1,Mænd,U-19,U19 Drenge,ØST,Alliancen København,Rødovre FC,0-3,Troels Arpe-Strøm,Ronni Søderberg Andersen
2025-2026,16611,2025-11-06,20:00,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-19,U19 Drenge,ØST,Rungsted-Hørsholm FK,Hvidovre Attack Floorball Club,9-4,Jannik Engelhardt,Patrick Birckner
2025-2026,16599,2025-11-19,20:00,Avedøre Idrætscenter Hal 1,Mænd,U-19,U19 Drenge,ØST,Hvidovre Attack Floorball Club,Alliancen København,9-5,Remi Johansen,Adam Kristoffersen
2025-2026,16623,2025-11-23,15:00,Gl. Valbyhallen Hal 1,Mænd,U-19,U19 Drenge,ØST,Copenhagen FC,Hvidovre Attack Floorball Club,4-11,Ronni Søderberg Andersen,Troels Arpe-Strøm
2025-2026,16601,2025-11-24,18:45,Vanløse Hallerne Hal 1,Mænd,U-19,U19 Drenge,ØST,Alliancen København,Rungsted-Hørsholm FK,5-6 SV,Remi Johansen,Adam Kristoffersen
2025-2026,16612,2025-12-01,19:30,Avedøre Idrætscenter Hal 1,Mænd,U-19,U19 Drenge,ØST,Hvidovre Attack Floorball Club,Copenhagen FC,7-3,Troels Arpe-Strøm,Ronni Søderberg Andersen
2025-2026,16608,2025-12-13,11:00,Rødovre Stadionhal Hal 1,Mænd,U-19,U19 Drenge,ØST,Rødovre FC,Alliancen København,4-6,Niels Breitenbach,Ken Børge Poulsen
2025-2026,16616,2026-01-09,18:15,Bellahøj Hallerne Hal 2,Mænd,U-19,U19 Drenge,ØST,Alliancen København,Hvidovre Attack Floorball Club,8-4,Jannik Engelhardt,Ronni Søderberg Andersen
2025-2026,16615,2026-01-11,12:00,Avedøre Idrætscenter Hal 1,Mænd,U-19,U19 Drenge,ØST,Hvidovre Attack Floorball Club,Rødovre FC,1-4,Remi Johansen,Adam Kristoffersen
2025-2026,16603,2026-01-13,18:30,Gl. Valbyhallen Hal 1,Mænd,U-19,U19 Drenge,ØST,Copenhagen FC,Hvidovre Attack Floorball Club,3-11,Anders Regner Christiansen,Tobias Øvlisen
2025-2026,16614,2026-01-15,20:00,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-19,U19 Drenge,ØST,Rungsted-Hørsholm FK,Alliancen København,11-7,Remi Johansen,René Hochauer
2025-2026,16598,2026-01-15,20:30,Rødovrehallen Hal 3,Mænd,U-19,U19 Drenge,ØST,Rødovre FC,Copenhagen FC,10-0,Ronni Søderberg Andersen,Troels Arpe-Strøm
2025-2026,16605,2026-01-19,18:30,Gl. Valbyhallen Hal 1,Mænd,U-19,U19 Drenge,ØST,Copenhagen FC,Alliancen København,7-13,Adam Kristoffersen,Remi Johansen
2025-2026,16622,2026-01-30,19:30,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-19,U19 Drenge,ØST,Rungsted-Hørsholm FK,Rødovre FC,4-5,Adam Kristoffersen,Remi Johansen
2025-2026,16619,2026-02-02,19:30,Avedøre Idrætscenter Hal 1,Mænd,U-19,U19 Drenge,ØST,Hvidovre Attack Floorball Club,Alliancen København,6-11,Remi Johansen,Adam Kristoffersen
2025-2026,16618,2026-02-15,11:00,Rødovre Stadionhal Hal 1,Mænd,U-19,U19 Drenge,ØST,Rødovre FC,Copenhagen FC,5-0,Kamp Aflyst,Kamp Aflyst
2025-2026,16610,2026-02-20,19:00,Vanløse Hallerne Hal 1,Mænd,U-19,U19 Drenge,ØST,Alliancen København,Copenhagen FC,24-1,Martin Skou Andersen,Martin Kirkholm Madsen
2025-2026,16621,2026-02-27,19:00,Vanløse Hallerne Hal 1,Mænd,U-19,U19 Drenge,ØST,Alliancen København,Rungsted-Hørsholm FK,,Jannik Engelhardt,Patrick Birckner
2025-2026,16620,2026-03-01,11:30,Rødovre Stadionhal Hal 1,Mænd,U-19,U19 Drenge,ØST,Rødovre FC,Hvidovre Attack Floorball Club,,Ronni Søderberg Andersen,Troels Arpe-Strøm
2025-2026,16627,2026-03-06,19:00,Vanløse Hallerne Hal 1,Mænd,U-19,U19 Drenge,ØST,Alliancen København,Rødovre FC,,Remi Johansen,Adam Kristoffersen
2025-2026,16625,2026-03-14,16:30,Gl. Valbyhallen Hal 1,Mænd,U-19,U19 Drenge,ØST,Copenhagen FC,Alliancen København,,Anders Regner Christiansen,Tobias Øvlisen
2025-2026,16613,2026-03-19,19:45,Rødovrehallen Hal 3,Mænd,U-19,U19 Drenge,ØST,Rødovre FC,Rungsted-Hørsholm FK,,Troels Arpe-Strøm,Ronni Søderberg Andersen
2025-2026,16609,2026-03-21,13:30,Gl. Valbyhallen Hal 1,Mænd,U-19,U19 Drenge,ØST,Copenhagen FC,Rungsted-Hørsholm FK,,Remi Johansen,Adam Kristoffersen
2025-2026,16624,2026-03-23,20:00,Avedøre Idrætscenter Hal 1,Mænd,U-19,U19 Drenge,ØST,Hvidovre Attack Floorball Club,Rungsted-Hørsholm FK,,Jannik Engelhardt,Patrick Birckner
2025-2026,16600,2026-03-26,19:45,Rødovrehallen Hal 3,Mænd,U-19,U19 Drenge,ØST,Rødovre FC,Hvidovre Attack Floorball Club,,Martin Skou Andersen,Martin Kirkholm Madsen
2025-2026,16626,2026-03-26,20:00,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-19,U19 Drenge,ØST,Rungsted-Hørsholm FK,Copenhagen FC,,Anders Regner Christiansen,Tobias Øvlisen
2025-2026,16606,2026-04-10,19:45,Hørsholm Idrætspark Stadion og Haller Hallen,Mænd,U-19,U19 Drenge,ØST,Rungsted-Hørsholm FK,Copenhagen FC,,,
2025-2026,10582,2015-05-10,12:00,Gl. Valbyhallen Hal 1,Mænd,U-21,U21 Final4,Finale/Bronze,AaB Floorball,Brønderslev Hot Shots FC,7-10,Tony Johansson,René Hochauer
2025-2026,10583,2015-05-10,15:00,Gl. Valbyhallen Hal 1,Mænd,U-21,U21 Final4,Finale/Bronze,Copenhagen FC,Benløse FC,10-11,Torben Tykskov,Ken Børge Poulsen
2025-2026,10580,2015-05-09,14:00,Gl. Valbyhallen Hal 1,Mænd,U-21,U21 Final4,Semifinaler,AaB Floorball,Copenhagen FC,6-10,Tony Johansson,René Hochauer
2025-2026,10581,2015-05-09,17:00,Gl. Valbyhallen Hal 1,Mænd,U-21,U21 Final4,Semifinaler,Benløse FC,Brønderslev Hot Shots FC,9-4,Torben Tykskov,Ken Børge Poulsen
