Dato,KampID,Sæson,Spiller,Nummer,H/U
2024-03-07,83607,20232024,Anders Bering,20,H
2024-03-07,83607,20232024,Kristoffer Røhl Grønbech,21,H
2024-03-07,83607,20232024,Patrick Mellergaard Nielsen,24,H
2024-03-07,83607,20232024,Kristoffer Jensen,26,H
2024-03-07,83607,20232024,Magnus Krøgh,71,H
2024-03-07,83607,20232024,Gustav Wunderov,78,H
2024-03-07,83607,20232024,Kasper Kaller Jensen,81,H
2024-03-07,83607,20232024,Rasmus Høegh Mortensen,88,H
2024-03-07,83607,20232024,Andreas Glad,89,H
2024-03-07,83607,20232024,Nicklas Hoppe,90,H
2024-03-07,83607,20232024,Jonas Juul Jensen,93,H
2024-03-07,83607,20232024,Mathias Saaby Hjelm,1,U
2024-03-07,83607,20232024,Oskar Bach,7,U
2024-03-07,83607,20232024,Aleksander Nørgaard,10,U
2024-03-07,83607,20232024,Bjørn Ring,14,U
2024-03-07,83607,20232024,Mathias Olesen,15,U
2024-03-07,83607,20232024,Christian Saaby Andersen,17,U
2024-03-07,83607,20232024,Mikkel Slott Rasmussen,19,U
2024-03-07,83607,20232024,Oliver Bager,22,U
2024-03-07,83607,20232024,Anton Wennbring,23,U
2024-03-07,83607,20232024,Valdemar Pedersen,26,U
2024-03-07,83607,20232024,Magnus Madsen,27,U
2024-03-07,83607,20232024,Kevin Linnerup,63,U
2024-03-07,83607,20232024,Malthe Saaby Hjelm,71,U
2024-03-07,83607,20232024,Anton Bendsen,77,U
2024-03-07,83607,20232024,Jonas Sønderby,86,U
2024-03-07,83607,20232024,Thais Olesen Sørensen,92,U
2024-03-07,83607,20232024,Thais Olesen Sørensen,92,U
2024-03-07,83607,20232024,Thais Olesen Sørensen,92,U
2024-03-10,83639,20232024,Charlie Petersen,3,H
2024-03-10,83639,20232024,Tobias Børger Petersen,4,H
2024-03-10,83639,20232024,Bertram Vinther,5,H
2024-03-10,83639,20232024,Elias Ford Holmberg,6,H
2024-03-10,83639,20232024,Mathias Fischer Hoerby Jensen,9,H
2024-03-10,83639,20232024,Christian Holmsteen,10,H
2024-03-10,83639,20232024,Noel Donde,11,H
2024-03-10,83639,20232024,Jonathan Stausholm Carlsen,17,H
2024-03-10,83639,20232024,Christoffer Ray Klindtworth,21,H
2024-03-10,83639,20232024,Villads Bech Crawfurd,27,H
2024-03-10,83639,20232024,Kasper Abildgaard,31,H
2024-03-10,83639,20232024,Magnus Bidstrup-Mynster,42,H
2024-03-10,83639,20232024,Kalle Tamminen,68,H
2024-03-10,83639,20232024,Rasmus Engelhardt Frie,97,H
2024-03-10,83639,20232024,Jonas Nordheim,99,H
2024-03-10,83639,20232024,Viktor Gade,4,U
2024-03-10,83639,20232024,Nikolaj Fischer Hørby Jensen,5,U
2024-03-10,83639,20232024,Nicklas Christoffersen,8,U
2024-03-10,83639,20232024,Emil Kajgaard,10,U
2024-03-10,83639,20232024,Anton Madsen,14,U
2024-03-10,83639,20232024,Jannick Christoffersen,15,U
2024-03-10,83639,20232024,Jonathan Velgaard Sørensen,20,U
2024-03-10,83639,20232024,Frederik Røhl-Grønbech,24,U
2024-03-10,83639,20232024,Jesper Schmidt,25,U
2024-03-10,83639,20232024,Anders Jørgensen,51,U
2024-03-10,83639,20232024,Rasmus Overgaard,60,U
2024-03-10,83639,20232024,Emil Winther Pedersen,80,U
2024-03-10,83639,20232024,Niklas Andersen,91,U
2024-03-10,83639,20232024,Magnuskj00,99,U
2024-03-10,83609,20232024,Jon Precht-Sparre,3,H
2024-03-10,83609,20232024,Magnus Larsen,11,H
2024-03-10,83609,20232024,Jacob Hansen,15,H
2024-03-10,83609,20232024,Jannik L. Dalkvist,17,H
2024-03-10,83609,20232024,Jonas Hvid Nielsen,24,H
2024-03-10,83609,20232024,Rasmus Kiel Jensen,25,H
2024-03-10,83609,20232024,Mathias S. Madsen,31,H
2024-03-10,83609,20232024,Osvald Mathiassen,43,H
2024-03-10,83609,20232024,Nicklas Fugl,54,H
2024-03-10,83609,20232024,Andreas Kleczewski,77,H
2024-03-10,83609,20232024,Jacob Stenkilde,79,H
2024-03-10,83609,20232024,Emil Madsen,80,H
2024-03-10,83609,20232024,Victor Madsen,82,H
2024-03-10,83609,20232024,Linus Sundquist,83,H
2024-03-10,83609,20232024,Rasmus Schjerlund,89,H
2024-03-10,83609,20232024,Otto Ray Hernandez,10,U
2024-03-10,83609,20232024,Sophus Ørnskov,16,U
2024-03-10,83609,20232024,Tobias Gade Langsted,20,U
2024-03-10,83609,20232024,Martin Haag,21,U
2024-03-10,83609,20232024,Mads Hansen,27,U
2024-03-10,83609,20232024,Jonas Bjerring Scherfig,35,U
2024-03-10,83609,20232024,Axel Rasmussen,35,U
2024-03-10,83609,20232024,Nicklas Møller,48,U
2024-03-10,83609,20232024,Daniel Mac Cabe,67,U
2024-03-10,83609,20232024,Rasmus Ravn,88,U
2024-03-10,83640,20232024,Mikkel Juul Gøbel,8,H
2024-03-10,83640,20232024,Zimon Peters,12,H
2024-03-10,83640,20232024,Martin Riis,13,H
2024-03-10,83640,20232024,Viktor Grøn-Henriksen,16,H
2024-03-10,83640,20232024,Dawid Jankowski,17,H
2024-03-10,83640,20232024,Mathias Vestergaard,19,H
2024-03-10,83640,20232024,Jonas Gylling,32,H
2024-03-10,83640,20232024,Jens Gylling,33,H
2024-03-10,83640,20232024,Mathias Olderkjær,36,H
2024-03-10,83640,20232024,Philip Monin-Vangaa,41,H
2024-03-10,83640,20232024,Nikolaj Brixager,44,H
2024-03-10,83640,20232024,Jonas Kamper,47,H
2024-03-10,83640,20232024,Malthe Kjær,55,H
2024-03-10,83640,20232024,Mark Bertram,75,H
2024-03-10,83640,20232024,Milan Adam,87,H
2024-03-10,83640,20232024,Juvenal Dikacz,88,H
2024-03-10,83640,20232024,Mathias Holm Mikkelsen,1,U
2024-03-10,83640,20232024,Kristoffer Handgaard,5,U
2024-03-10,83640,20232024,Theis Hedegaard Lauridsen,6,U
2024-03-10,83640,20232024,Simon Møller,7,U
2024-03-10,83640,20232024,Simon Lauridsen,9,U
2024-03-10,83640,20232024,Mathias Lauridsen,14,U
2024-03-10,83640,20232024,André Van Enckevort,15,U
2024-03-10,83640,20232024,Johan Selleby,17,U
2024-03-10,83640,20232024,Daniel Ravn,18,U
2024-03-10,83640,20232024,Kristian Gadegaard,23,U
2024-03-10,83640,20232024,Mikkel Falsig,24,U
2024-03-10,83640,20232024,Jonas Højmark,25,U
2024-03-10,83640,20232024,Nicholas Holm Mikkelsen,27,U
2024-03-10,83640,20232024,Frederik Kjelgaard,37,U
2024-03-10,83640,20232024,Søren Olesen,61,U
2024-03-10,83640,20232024,August Lunddahl Mathiassen,63,U
2024-03-10,83640,20232024,Mads Lindbjerg Jespersen,71,U
2024-03-10,83640,20232024,Jeppe Kjærsgaard,74,U
2024-03-10,83640,20232024,Mikkel Skov Nielsen,77,U
2024-03-10,83640,20232024,Morten Handgaard,97,U
2024-03-10,83596,20232024,Jonas Kristensen,6,H
2024-03-10,83596,20232024,Vinoth Sivapalan,8,H
2024-03-10,83596,20232024,Uffe Lykke Kjær Simonsen,14,H
2024-03-10,83596,20232024,Nicklas Hedemand Nielsen,15,H
2024-03-10,83596,20232024,Christoffer Jensen,24,H
2024-03-10,83596,20232024,Mathias Thode Ostenfeld,38,H
2024-03-10,83596,20232024,Oskar Bendsen,55,H
2024-03-10,83596,20232024,Jeppe Viberg,61,H
2024-03-10,83596,20232024,Kasper Klok Andersen,72,H
2024-03-10,83596,20232024,Peter Brandt Vand,72,H
2024-03-10,83596,20232024,Simon Lysdahl Sørensen,77,H
2024-03-10,83596,20232024,Tobias Holm,90,H
2024-03-10,83596,20232024,Rasmus Petersen,7,U
2024-03-10,83596,20232024,Jeppe Nygaard,8,U
2024-03-10,83596,20232024,Mathias Bergholdt,9,U
2024-03-10,83596,20232024,Allan Sandland,16,U
2024-03-10,83596,20232024,Thomas Haugaard,20,U
2024-03-10,83596,20232024,Lasse Pedersen,24,U
2024-03-10,83596,20232024,Niklas Vestergaard,28,U
2024-03-10,83596,20232024,Nicholai Ellebæk,41,U
2024-03-10,83596,20232024,Nicolai Nørup,54,U
2024-03-10,83596,20232024,Jeppe Grønhøj Andreasen,77,U
2024-03-10,83596,20232024,Frederich Rosenvold Greve,82,U
2024-03-10,83596,20232024,Kasper Baungaard,88,U
2024-03-10,83596,20232024,William Palmqvist,99,U
2024-03-10,83596,20232024,William Palmqvist,99,U
2024-03-10,83638,20232024,Oliver Skovbo,2,H
2024-03-10,83638,20232024,Anders Tengnagel,17,H
2024-03-10,83638,20232024,Simon Erlandsen,22,H
2024-03-10,83638,20232024,Dennis Torp,23,H
2024-03-10,83638,20232024,Rasmus Bengtsson,27,H
2024-03-10,83638,20232024,Kasper Abildgaard,29,H
2024-03-10,83638,20232024,Marcus Fuglsang Sørensen,31,H
2024-03-10,83638,20232024,Noa Læsø,36,H
2024-03-10,83638,20232024,Sophus Strohm,52,H
2024-03-10,83638,20232024,Mathias Hansen,69,H
2024-03-10,83638,20232024,Magnus Nyeng Jensen,71,H
2024-03-10,83638,20232024,Oscar Bjørk,77,H
2024-03-10,83638,20232024,Tue Sund,79,H
2024-03-10,83638,20232024,Mads Larsen,88,H
2024-03-10,83638,20232024,Nicolai Flyvholm Pedersen,92,H
2024-03-10,83638,20232024,Kasper Jerup,94,H
2024-03-10,83638,20232024,Frederik Lentz,95,H
2024-03-10,83638,20232024,Rasmus Larsen,98,H
2024-03-10,83638,20232024,Mike Trolle Lind,1,U
2024-03-10,83638,20232024,Lucas Madsen,4,U
2024-03-10,83638,20232024,Mathias Simon Thorsen,6,U
2024-03-10,83638,20232024,Patrick Falkenberg Møller,8,U
2024-03-10,83638,20232024,Mikkel Daae,9,U
2024-03-10,83638,20232024,Andre Stich,10,U
2024-03-10,83638,20232024,Jannik Trolle,12,U
2024-03-10,83638,20232024,Kean Gissing,13,U
2024-03-10,83638,20232024,Marko W. Krogsgaard,25,U
2024-03-10,83638,20232024,Simon Munkholm,31,U
2024-03-10,83638,20232024,Magnus Bonavent Rasmussen,55,U
2024-03-10,83638,20232024,Casper Breitenbach,86,U
2024-03-10,83638,20232024,Kenneth Danielsen,89,U
2024-03-10,83638,20232024,Malthe Daae Christensen,90,U
2024-03-10,83638,20232024,Frederik Kobberup,92,U
2024-03-10,83638,20232024,Stefan Ohrt,96,U
2024-03-13,83623,20232024,Elias Suensen,5,H
2024-03-13,83623,20232024,Mikkel Juul Gøbel,8,H
2024-03-13,83623,20232024,Zimon Peters,12,H
2024-03-13,83623,20232024,Martin Riis,13,H
2024-03-13,83623,20232024,Viktor Grøn-Henriksen,16,H
2024-03-13,83623,20232024,Dawid Jankowski,17,H
2024-03-13,83623,20232024,William Petersen,23,H
2024-03-13,83623,20232024,Jonas Gylling,32,H
2024-03-13,83623,20232024,Jens Gylling,33,H
2024-03-13,83623,20232024,David Mathiasen,40,H
2024-03-13,83623,20232024,Philip Monin-Vangaa,41,H
2024-03-13,83623,20232024,Nikolaj Brixager,44,H
2024-03-13,83623,20232024,Jonas Kamper,47,H
2024-03-13,83623,20232024,Emil Sørensen,50,H
2024-03-13,83623,20232024,Malthe Kjær,55,H
2024-03-13,83623,20232024,Jonas Kahn Prætorius Jørgensen,56,H
2024-03-13,83623,20232024,Mark Bertram,75,H
2024-03-13,83623,20232024,Milan Adam,87,H
2024-03-13,83623,20232024,Juvenal Dikacz,88,H
2024-03-13,83623,20232024,Mathias Mortensen,98,H
2024-03-13,83623,20232024,Mike Trolle Lind,1,U
2024-03-13,83623,20232024,Lucas Madsen,4,U
2024-03-13,83623,20232024,Mathias Simon Thorsen,6,U
2024-03-13,83623,20232024,Rasmus Madsen,7,U
2024-03-13,83623,20232024,Patrick Falkenberg Møller,8,U
2024-03-13,83623,20232024,Mikkel Daae,9,U
2024-03-13,83623,20232024,Andre Stich,10,U
2024-03-13,83623,20232024,Jannik Trolle,12,U
2024-03-13,83623,20232024,Rasmus D Hermilly,17,U
2024-03-13,83623,20232024,Emil Odfeldt,18,U
2024-03-13,83623,20232024,Marko W. Krogsgaard,25,U
2024-03-13,83623,20232024,Simon Munkholm,31,U
2024-03-13,83623,20232024,Sebastian Visti,40,U
2024-03-13,83623,20232024,Casper Breitenbach,86,U
2024-03-13,83623,20232024,Kenneth Danielsen,89,U
2024-03-13,83623,20232024,Frederik Kobberup,92,U
2024-03-13,83623,20232024,Stefan Ohrt,96,U
2024-03-15,83612,20232024,Simon Lehnert,2,H
2024-03-15,83612,20232024,Otto Ray Hernandez,10,H
2024-03-15,83612,20232024,Nils Rehn,13,H
2024-03-15,83612,20232024,Kasper Nørregaard,14,H
2024-03-15,83612,20232024,Sophus Ørnskov,16,H
2024-03-15,83612,20232024,Tobias Gade Langsted,20,H
2024-03-15,83612,20232024,Hugo Hesselager Malm,23,H
2024-03-15,83612,20232024,Christian Høj,24,H
2024-03-15,83612,20232024,Mads Hansen,27,H
2024-03-15,83612,20232024,Axel Rasmussen,35,H
2024-03-15,83612,20232024,Sofus Nielsen,43,H
2024-03-15,83612,20232024,Nicklas Møller,48,H
2024-03-15,83612,20232024,Daniel Mac Cabe,67,H
2024-03-15,83612,20232024,Rasmus Ravn,88,H
2024-03-15,83612,20232024,Nicolai Børner,90,H
2024-03-15,83612,20232024,Lucas Sødergaard,91,H
2024-03-15,83612,20232024,Jonas Bjerring Scherfig,98,H
2024-03-15,83612,20232024,Anders Sørensen,7,U
2024-03-15,83612,20232024,Oskar Hovej Pedersen,10,U
2024-03-15,83612,20232024,Valdemar Jarløv,17,U
2024-03-15,83612,20232024,David Schack Puckering,22,U
2024-03-15,83612,20232024,Gustav Hviid,23,U
2024-03-15,83612,20232024,Nicolai Dahl Christiansen,25,U
2024-03-15,83612,20232024,Alexander Tritsaris,27,U
2024-03-15,83612,20232024,Sophus Gormsen,30,U
2024-03-15,83612,20232024,Alexander Askov Filipsen,31,U
2024-03-15,83612,20232024,Noah Lundvig,72,U
2024-03-15,83612,20232024,Nikolaj,87,U
2024-03-15,83612,20232024,Jonas,98,U
2024-03-15,83612,20232024,William Lohmann,99,U
2024-03-16,83592,20232024,Rasmus Petersen,7,H
2024-03-16,83592,20232024,Jeppe Nygaard,8,H
2024-03-16,83592,20232024,Mathias Bergholdt,9,H
2024-03-16,83592,20232024,Allan Sandland,16,H
2024-03-16,83592,20232024,Thomas Haugaard,20,H
2024-03-16,83592,20232024,Niklas Vestergaard,28,H
2024-03-16,83592,20232024,Nicholai Ellebæk,41,H
2024-03-16,83592,20232024,Claes Sørensen,43,H
2024-03-16,83592,20232024,Nicolai Nørup,54,H
2024-03-16,83592,20232024,Jeppe Grønhøj Andreasen,77,H
2024-03-16,83592,20232024,Frederich Rosenvold Greve,82,H
2024-03-16,83592,20232024,Kasper Baungaard,88,H
2024-03-16,83592,20232024,William Palmqvist,99,H
2024-03-16,83592,20232024,Frederik Waller,10,U
2024-03-16,83592,20232024,Kevin Puhlmann,12,U
2024-03-16,83592,20232024,Oliver Wandy Kleis Kristensen,15,U
2024-03-16,83592,20232024,Frederik Østervang,16,U
2024-03-16,83592,20232024,Anders Bering,20,U
2024-03-16,83592,20232024,Kristoffer Røhl Grønbech,21,U
2024-03-16,83592,20232024,Kristoffer Jensen,26,U
2024-03-16,83592,20232024,Magnus Krøgh,71,U
2024-03-16,83592,20232024,Gustav Wunderov,78,U
2024-03-16,83592,20232024,Kasper Kaller Jensen,81,U
2024-03-16,83592,20232024,Rasmus Høegh Mortensen,88,U
2024-03-16,83592,20232024,Andreas Glad,89,U
2024-03-16,83592,20232024,Nicklas Hoppe,90,U
2024-03-16,83592,20232024,Nicklas Hoppe,90,U
2024-03-16,83643,20232024,Viktor Gade,4,H
2024-03-16,83643,20232024,Nikolaj Fischer Hørby Jensen,5,H
2024-03-16,83643,20232024,Nicklas Christoffersen,8,H
2024-03-16,83643,20232024,Emil Kajgaard,10,H
2024-03-16,83643,20232024,Anton Madsen,14,H
2024-03-16,83643,20232024,Jannick Christoffersen,15,H
2024-03-16,83643,20232024,Jonathan Velgaard Sørensen,20,H
2024-03-16,83643,20232024,Michael Lykke,22,H
2024-03-16,83643,20232024,Frederik Røhl-Grønbech,24,H
2024-03-16,83643,20232024,Jesper Schmidt,25,H
2024-03-16,83643,20232024,Anders Jørgensen,51,H
2024-03-16,83643,20232024,Rasmus Overgaard,60,H
2024-03-16,83643,20232024,Nicholas Mac Cabe,74,H
2024-03-16,83643,20232024,Emil Winther Pedersen,80,H
2024-03-16,83643,20232024,Niklas Andersen,91,H
2024-03-16,83643,20232024,Magnuskj00,99,H
2024-03-16,83643,20232024,Elias Suensen,5,U
2024-03-16,83643,20232024,Mikkel Juul Gøbel,8,U
2024-03-16,83643,20232024,Zimon Peters,12,U
2024-03-16,83643,20232024,Martin Riis,13,U
2024-03-16,83643,20232024,Viktor Grøn-Henriksen,16,U
2024-03-16,83643,20232024,Dawid Jankowski,17,U
2024-03-16,83643,20232024,Mathias Vestergaard,19,U
2024-03-16,83643,20232024,Jonas Gylling,32,U
2024-03-16,83643,20232024,Jens Gylling,33,U
2024-03-16,83643,20232024,David Mathiasen,40,U
2024-03-16,83643,20232024,Philip Monin-Vangaa,41,U
2024-03-16,83643,20232024,Nikolaj Brixager,44,U
2024-03-16,83643,20232024,Emil Sørensen,50,U
2024-03-16,83643,20232024,Malthe Kjær,55,U
2024-03-16,83643,20232024,Jonas Kahn Prætorius Jørgensen,56,U
2024-03-16,83643,20232024,Mark Bertram,75,U
2024-03-16,83643,20232024,Milan Adam,87,U
2024-03-16,83643,20232024,Juvenal Dikacz,88,U
2024-03-16,83642,20232024,Mike Trolle Lind,1,H
2024-03-16,83642,20232024,Lucas Madsen,4,H
2024-03-16,83642,20232024,Mathias Simon Thorsen,6,H
2024-03-16,83642,20232024,Rasmus Madsen,7,H
2024-03-16,83642,20232024,Patrick Falkenberg Møller,8,H
2024-03-16,83642,20232024,Mikkel Daae,9,H
2024-03-16,83642,20232024,Andre Stich,10,H
2024-03-16,83642,20232024,Jannik Trolle,12,H
2024-03-16,83642,20232024,Rasmus D Hermilly,17,H
2024-03-16,83642,20232024,Emil Odfeldt,18,H
2024-03-16,83642,20232024,Marko W. Krogsgaard,25,H
2024-03-16,83642,20232024,Simon Munkholm,31,H
2024-03-16,83642,20232024,Sebastian Visti,40,H
2024-03-16,83642,20232024,Magnus Bonavent Rasmussen,55,H
2024-03-16,83642,20232024,Casper Breitenbach,86,H
2024-03-16,83642,20232024,Kenneth Danielsen,89,H
2024-03-16,83642,20232024,Frederik Kobberup,92,H
2024-03-16,83642,20232024,Stefan Ohrt,96,H
2024-03-16,83642,20232024,Oliver Skovbo,2,U
2024-03-16,83642,20232024,Kasper Kajgaard,6,U
2024-03-16,83642,20232024,Frederik Tronderup Nielsen,9,U
2024-03-16,83642,20232024,Anders Tengnagel,17,U
2024-03-16,83642,20232024,Simon Erlandsen,22,U
2024-03-16,83642,20232024,Dennis Torp,23,U
2024-03-16,83642,20232024,Kasper Abildgaard,29,U
2024-03-16,83642,20232024,Marcus Fuglsang Sørensen,31,U
2024-03-16,83642,20232024,Noa Læsø,36,U
2024-03-16,83642,20232024,Mathias Hansen,69,U
2024-03-16,83642,20232024,Magnus Nyeng Jensen,71,U
2024-03-16,83642,20232024,Oscar Bjørk,77,U
2024-03-16,83642,20232024,Tue Sund,79,U
2024-03-16,83642,20232024,Mads Larsen,88,U
2024-03-16,83642,20232024,Nicolai Flyvholm Pedersen,92,U
2024-03-16,83642,20232024,Kasper Jerup,94,U
2024-03-16,83642,20232024,Frederik Lentz,95,U
2024-03-16,83642,20232024,Rasmus Larsen,98,U
2024-03-17,83641,20232024,Mathias Holm Mikkelsen,1,H
2024-03-17,83641,20232024,Kristoffer Handgaard,5,H
2024-03-17,83641,20232024,Theis Hedegaard Lauridsen,6,H
2024-03-17,83641,20232024,Simon Møller,7,H
2024-03-17,83641,20232024,Simon Lauridsen,9,H
2024-03-17,83641,20232024,Mathias Lauridsen,14,H
2024-03-17,83641,20232024,André Van Enckevort,15,H
2024-03-17,83641,20232024,Johan Selleby,17,H
2024-03-17,83641,20232024,Daniel Ravn,18,H
2024-03-17,83641,20232024,Kristian Gadegaard,23,H
2024-03-17,83641,20232024,Mikkel Falsig,24,H
2024-03-17,83641,20232024,Jonas Højmark,25,H
2024-03-17,83641,20232024,Nicholas Holm Mikkelsen,27,H
2024-03-17,83641,20232024,Frederik Kjelgaard,37,H
2024-03-17,83641,20232024,August Lunddahl Mathiassen,63,H
2024-03-17,83641,20232024,Mads Lindbjerg Jespersen,71,H
2024-03-17,83641,20232024,Jeppe Kjærsgaard,74,H
2024-03-17,83641,20232024,Mikkel Skov Nielsen,77,H
2024-03-17,83641,20232024,Morten Handgaard,97,H
2024-03-17,83641,20232024,Charlie Petersen,3,U
2024-03-17,83641,20232024,Tobias Børger Petersen,4,U
2024-03-17,83641,20232024,Bertram Vinther,5,U
2024-03-17,83641,20232024,Elias Ford Holmberg,6,U
2024-03-17,83641,20232024,Mathias Fischer Hoerby Jensen,9,U
2024-03-17,83641,20232024,Noel Donde,11,U
2024-03-17,83641,20232024,Jonathan Stausholm Carlsen,17,U
2024-03-17,83641,20232024,Villads Bech Crawfurd,27,U
2024-03-17,83641,20232024,Magnus Bidstrup-Mynster,42,U
2024-03-17,83641,20232024,Kalle Tamminen,68,U
2024-03-17,83641,20232024,Rasmus Engelhardt Frie,97,U
2024-03-17,83641,20232024,Jonas Nordheim,99,U
2024-03-17,85956,20232024,Lars Kjær Rasmussen,1,H
2024-03-17,85956,20232024,Rasmus Petersen,7,H
2024-03-17,85956,20232024,Jeppe Nygaard,8,H
2024-03-17,85956,20232024,Mathias Bergholdt,9,H
2024-03-17,85956,20232024,Allan Sandland,16,H
2024-03-17,85956,20232024,Lasse Pedersen,24,H
2024-03-17,85956,20232024,Niklas Vestergaard,28,H
2024-03-17,85956,20232024,Nicholai Ellebæk,41,H
2024-03-17,85956,20232024,Nicolai Nørup,54,H
2024-03-17,85956,20232024,Jeppe Grønhøj Andreasen,77,H
2024-03-17,85956,20232024,Kasper Baungaard,88,H
2024-03-17,85956,20232024,William Palmqvist,99,H
2024-03-17,85956,20232024,Mathias Saaby Hjelm,1,U
2024-03-17,85956,20232024,Aleksander Nørgaard,6,U
2024-03-17,85956,20232024,Nicolai Højen Bertelsen,11,U
2024-03-17,85956,20232024,Mathias Olesen,15,U
2024-03-17,85956,20232024,Christian Saaby Andersen,17,U
2024-03-17,85956,20232024,Oliver Bager,22,U
2024-03-17,85956,20232024,Anton Wennbring,23,U
2024-03-17,85956,20232024,Valdemar Pedersen,26,U
2024-03-17,85956,20232024,Magnus Madsen,27,U
2024-03-17,85956,20232024,Mikkel Slott Rasmussen,61,U
2024-03-17,85956,20232024,Kevin Linnerup,63,U
2024-03-17,85956,20232024,Mads Bundgaard Poulsen,64,U
2024-03-17,85956,20232024,Malthe Saaby Hjelm,71,U
2024-03-17,85956,20232024,Anton Bendsen,77,U
2024-03-17,85956,20232024,Jonas Sønderby,86,U
2024-03-17,85956,20232024,Thais Olesen Sørensen,92,U
2024-03-23,83645,20232024,Charlie Petersen,3,H
2024-03-23,83645,20232024,Tobias Børger Petersen,4,H
2024-03-23,83645,20232024,Bertram Vinther,5,H
2024-03-23,83645,20232024,Elias Ford Holmberg,6,H
2024-03-23,83645,20232024,Mathias Fischer Hoerby Jensen,9,H
2024-03-23,83645,20232024,Noel Donde,11,H
2024-03-23,83645,20232024,Jonathan Stausholm Carlsen,17,H
2024-03-23,83645,20232024,Villads Bech Crawfurd,27,H
2024-03-23,83645,20232024,Kasper Abildgaard,31,H
2024-03-23,83645,20232024,Magnus Bidstrup-Mynster,42,H
2024-03-23,83645,20232024,Kalle Tamminen,68,H
2024-03-23,83645,20232024,Rasmus Engelhardt Frie,97,H
2024-03-23,83645,20232024,Jonas Nordheim,99,H
2024-03-23,83645,20232024,Oliver Skovbo,2,U
2024-03-23,83645,20232024,Kasper Kajgaard,6,U
2024-03-23,83645,20232024,Søren Bjerregaard,7,U
2024-03-23,83645,20232024,Frederik Tronderup Nielsen,9,U
2024-03-23,83645,20232024,Anders Tengnagel,17,U
2024-03-23,83645,20232024,Simon Erlandsen,22,U
2024-03-23,83645,20232024,Dennis Torp,23,U
2024-03-23,83645,20232024,Rasmus Bengtsson,27,U
2024-03-23,83645,20232024,Kasper Abildgaard,29,U
2024-03-23,83645,20232024,Marcus Fuglsang Sørensen,31,U
2024-03-23,83645,20232024,Noa Læsø,36,U
2024-03-23,83645,20232024,Mathias Hansen,69,U
2024-03-23,83645,20232024,Oscar Bjørk,77,U
2024-03-23,83645,20232024,Tue Sund,79,U
2024-03-23,83645,20232024,Mads Larsen,88,U
2024-03-23,83645,20232024,Nicolai Flyvholm Pedersen,92,U
2024-03-23,83645,20232024,Kasper Jerup,94,U
2024-03-23,83645,20232024,Frederik Lentz,95,U
2024-03-23,83645,20232024,Simon Hansen,97,U
2024-03-23,83645,20232024,Rasmus Larsen,98,U
2024-03-23,83582,20232024,Jonas Kristensen,6,H
2024-03-23,83582,20232024,Vinoth Sivapalan,8,H
2024-03-23,83582,20232024,Uffe Lykke Kjær Simonsen,14,H
2024-03-23,83582,20232024,Nicklas Hedemand Nielsen,15,H
2024-03-23,83582,20232024,Malthe Lauridsen,17,H
2024-03-23,83582,20232024,Christoffer Jensen,24,H
2024-03-23,83582,20232024,Mathias Thode Ostenfeld,38,H
2024-03-23,83582,20232024,Oskar Bendsen,55,H
2024-03-23,83582,20232024,Jeppe Viberg,61,H
2024-03-23,83582,20232024,Gustav Johannes Chatterton,62,H
2024-03-23,83582,20232024,Kasper Klok Andersen,72,H
2024-03-23,83582,20232024,Peter Brandt Vand,75,H
2024-03-23,83582,20232024,Simon Lysdahl Sørensen,77,H
2024-03-23,83582,20232024,Vitus Kuskegaard,88,H
2024-03-23,83582,20232024,Tobias Holm,90,H
2024-03-23,83582,20232024,Frederik Waller,10,U
2024-03-23,83582,20232024,Kevin Puhlmann,12,U
2024-03-23,83582,20232024,Frederik Østervang,16,U
2024-03-23,83582,20232024,Anders Bering,20,U
2024-03-23,83582,20232024,Kristoffer Røhl Grønbech,21,U
2024-03-23,83582,20232024,Patrick Mellergaard Nielsen,24,U
2024-03-23,83582,20232024,Kristoffer Jensen,26,U
2024-03-23,83582,20232024,Magnus Krøgh,71,U
2024-03-23,83582,20232024,Rasmus Høegh Mortensen,76,U
2024-03-23,83582,20232024,Gustav Wunderov,78,U
2024-03-23,83582,20232024,Kasper Kaller Jensen,81,U
2024-03-23,83582,20232024,Andreas Glad,89,U
2024-03-23,83582,20232024,Nicklas Hoppe,90,U
2024-03-23,83582,20232024,Jonas Juul Jensen,93,U
2024-03-23,83644,20232024,Mathias Holm Mikkelsen,1,H
2024-03-23,83644,20232024,Kristoffer Handgaard,5,H
2024-03-23,83644,20232024,Theis Hedegaard Lauridsen,6,H
2024-03-23,83644,20232024,Simon Møller,7,H
2024-03-23,83644,20232024,Simon Lauridsen,9,H
2024-03-23,83644,20232024,Mathias Lauridsen,14,H
2024-03-23,83644,20232024,André Van Enckevort,15,H
2024-03-23,83644,20232024,Johan Selleby,17,H
2024-03-23,83644,20232024,Daniel Ravn,18,H
2024-03-23,83644,20232024,Kristian Gadegaard,23,H
2024-03-23,83644,20232024,Mikkel Falsig,24,H
2024-03-23,83644,20232024,Jonas Højmark,25,H
2024-03-23,83644,20232024,Nicholas Holm Mikkelsen,27,H
2024-03-23,83644,20232024,Frederik Kjelgaard,37,H
2024-03-23,83644,20232024,Søren Olesen,61,H
2024-03-23,83644,20232024,August Lunddahl Mathiassen,63,H
2024-03-23,83644,20232024,Mads Lindbjerg Jespersen,71,H
